stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
870,135009,Constitution Blvd @ 3700 S,3700 S Constitution Blvd & 3650 S,40.691967,-111.958133,,,0,,,1
887,135026,Constitution Blvd @ 3601 S,3601 S Constitution Blvd & 3500 S,40.69391,-111.957789,,,0,,,1
1022,118161,University Hospital,North Medical Dr & 50 N,40.772535,-111.837594,,,0,,,1
1024,117229,Redwood Rd @ 701 N,701 N Redwood Rd & 700 N,40.784947,-111.939549,,,0,,,0
1029,812002,State St @ 101 S,101 S State St & 800 N,40.295471,-111.694104,,,0,,,1
1038,812011,State St @ 830 N,830 N State St & 800 N,40.313278,-111.701888,,,0,,,1
1040,812013,State St @ 1090 N,1090 N State St & 1080 N,40.317158,-111.703591,,,0,,,1
1041,812014,State St @ 1220 N,1220 N State St & 1200 N,40.319878,-111.704794,,,0,,,0
1045,812018,State St @ 1960 N,1960 N State St & 2000 N,40.332719,-111.712453,,,0,,,0
1054,812027,State St @ 1975 N,1975 N State St & 2000 N,40.333298,-111.713371,,,0,,,0
1059,812032,State St @ 1185 N,1190 N State St,40.319021,-111.704728,,,0,,,0
1066,812039,State St @ 497 N,468 N State St,40.305824,-111.698935,,,0,,,1
1067,812040,State St @ 381 N,381 N State St & 400 N,40.303699,-111.698101,,,0,,,0
1071,812044,State St @ 20 S,20 S State St & Center St,40.296691,-111.695037,,,0,,,1
1253,125371,900 W @ California Ave,1305 S 900 W & W 1300 S,40.741116,-111.916761,,,0,,,1
1711,135285,Bruin Blvd @ 1885 W,1885 W Bruin Blvd & 1940 W,40.674518,-111.942491,,,0,,,1
1725,138045,3900 S @ 2710 E,2710 E 3900 S & 2700 E,40.687021,-111.814588,,,0,,,1
1742,138062,3900 S @ 2647 E,2647 E 3900 S & 2700 E,40.687137,-111.815687,,,0,,,0
1760,138081,2300 E @ 4510 S,4510 S 2300 E & 4500 S,40.673866,-111.824613,,,0,,,0
1775,138097,Murray Holladay Rd @ 1868 E,1868 E Murray Holladay Rd & Highland Blvd,40.665783,-111.838718,,,0,,,0
1776,138098,Murray Holladay Rd @ 1910 E,1910 E Murray Holladay Rd & Highland Dr,40.665779,-111.837373,,,0,,,1
1819,138140,3300 S @ 3301 E,3301 E 3300 S & 3300 E,40.699971,-111.800396,,,0,,,0
1844,138164,3300 S @ 2035 E,2035 E 3300 S & 2100 E,40.699958,-111.832888,,,0,,,0
1849,138169,3300 S @ 2010 E,2010 E 3300 S & 2000 E,40.699791,-111.833697,,,0,,,0
1852,138172,3300 S @ 2290 E,2290 E 3300 S & 2300 E,40.699803,-111.825038,,,0,,,0
1885,138205,2000 E @ 2710 S,2710 S 2000 E & 2700 S,40.712348,-111.834154,,,0,,,0
1926,154038,State St @ 6300 S,6300 S State St & 6000 S,40.63481,-111.889144,,,0,,,1
1927,154039,State St @ 6200 S,6200 S State St & 6000 S,40.636249,-111.889072,,,0,,,1
1958,154071,900 E @ 5640 S,5640 S 900 E & 5600 S,40.649194,-111.866073,,,0,,,0
1970,154085,900 E @ 7077 S,,40.622595,-111.865825,,,0,,,0
1998,154113,1300 E @ 5585 S,5585 S 1300 E & 5600 S,40.649953,-111.854415,,,0,,,0
2024,154139,1300 E @ 6980 S,6980 S 1300 E & Fort Union Blvd,40.626942,-111.854874,,,0,,,1
2134,138262,Wasatch Blvd @ 3305 S,3305 S Wasatch Blvd & Ramp,40.699696,-111.794546,,,0,,,1
2144,138272,Wasatch Blvd @ 4470 S,4470 S Wasatch Blvd & 4500 S,40.674781,-111.801245,,,0,,,0
2149,S156001,Big Cottonwood Canyon P'N'R (Down),Big Cottonwood Park And Ride & E Big Cottonwood Canyon Rd,40.619489,-111.786845,,,0,,,1
2202,126491,South Campus Dr @ 1530 E,1530 E South Campus Dr & 600 S,40.760138,-111.846654,,,0,,,1
2222,154171,State St @ 5590 S,5590 S State St & 5600 S,40.649543,-111.888732,,,0,,,0
2228,154177,State St @ 6206 S,6202 S State St,40.635731,-111.889418,,,0,,,0
2249,172192,9000 S @ 185 W,185 W 9000 S,40.587957,-111.895461,,,0,,,0
2333,127221,2100 S @ 1905 E,1905 E 2100 S & Hollywood Ave,40.725572,-111.836211,,,0,,,0
2426,126498,Guardsman Way @ 510 S,510 S Guardsman Way & 500 S,40.757942,-111.845493,,,0,,,0
2440,817249,500 W @ 1145 N,1145 N 500 W & 1230 N,40.250005,-111.667588,,,0,,,0
2450,817259,State St @ 1248 N,1248 N State St & 1230 N,40.251103,-111.667531,,,0,,,1
2499,817308,University Ave @ 1020 N,1020 N University Ave & 960 N,40.246981,-111.658493,,,0,,,0
2641,816003,Campus Dr @ 791 W,791 W Campus Dr & 800 W,40.275892,-111.712444,,,0,,,1
2682,136156,700 W @ 3575 S,3575 S 700 W & 3600 S,40.692436,-111.911123,,,0,,,1
2701,136175,700 W @ 3600 S,3600 S 700 W & 3650 S,40.692217,-111.911311,,,0,,,1
2725,127042,1900 E @ 886 S,886 S 1900 E & E 900 S,40.749919,-111.836608,,,0,,,0
2759,127077,1900 E @ 901 S,901 S 1900 E & 900 S,40.749641,-111.836469,,,0,,,0
2773,118086,13Th Ave @ 536 E,536 E 13Th Ave & H St,40.784094,-111.87321,,,0,,,0
2774,118087,13Th Ave @ 598 E,598 E 13Th Ave & I St,40.784091,-111.871686,,,0,,,0
2778,118091,11Th Ave @ 756 E,756 E 11Th Ave & L St,40.781825,-111.866673,,,0,,,0
2780,118093,11Th Ave @ 1248 E,1248 E 11Th Ave & Virginia St,40.778209,-111.85236,,,0,,,0
2786,118099,Virginia St @ 148 N,148 N Virginia St & 3Rd Ave,40.772693,-111.852201,,,0,,,0
2789,118102,11Th Ave @ 1225 E,1225 E 11Th Ave & Virginia St,40.778355,-111.852748,,,0,,,0
2791,118104,11Th Ave @ 735 E,735 E 11Th Ave & L St,40.781916,-111.867379,,,0,,,0
2933,151027,5400 S @ 5685 W,5685 W 5400 S & 5600 W,40.652953,-112.025961,,,0,,,1
3003,126227,1100 E @ 664 S,664 S 1100 E & 600 S,40.754706,-111.859711,,,0,,,0
3028,137103,Edgehill St @ 2808 S,2808 S Edgehill St & Charlton Ave,40.710366,-111.855201,,,0,,,0
3035,137110,1300 E @ 3310 S,3310 S 1300 E & 3300 S,40.699335,-111.854145,,,0,,,0
3043,137118,1300 E @ 3946 S,3946 S 1300 E & E 3930 S,40.685974,-111.854234,,,0,,,1
3050,137125,1300 E @ 4450 S,4450 S 1300 E & 4500 S,40.675082,-111.85424,,,0,,,0
3079,137013,900 E @ 3265 S,3265 S 900 E & College St,40.700349,-111.865368,,,0,,,0
3094,137029,900 E @ 3334 S,3334 S 900 E & 3300 S,40.699053,-111.865582,,,0,,,0
3102,137037,900 E @ 4520 S,4516 S 900 E,40.673592,-111.865644,,,0,,,0
3111,126094,500 E @ 2110 S,2110 S 500 E & 2100 S,40.725152,-111.876887,,,0,,,1
3126,137054,500 E @ 3336 S,3336 S 500 E & 3300 S,40.699087,-111.876982,,,0,,,1
3133,137061,500 E @ 3924 S,3924 S 500 E,40.686613,-111.877119,,,0,,,1
3141,137069,500 E @ 4475 S,4475 S 500 E & 4500 S,40.674768,-111.877047,,,0,,,0
3142,137070,500 E @ 4460 S,4460 S 500 E & 4500 S,40.674972,-111.876934,,,0,,,0
3150,137078,500 E @ 3919 S,3919 S 500 E & 4500 S,40.686624,-111.87696,,,0,,,0
3157,137085,500 E @ 3275 S,3275 S 500 E & 3300 S,40.700283,-111.876887,,,0,,,0
3172,126105,500 E @ 2125 S,2125 S 500 E & Commonwealth Ave,40.724747,-111.876755,,,0,,,0
3188,126121,900 E @ 1477 S,1477 S 900 E & 1300 S,40.737492,-111.865286,,,0,,,0
3266,132009,9150 W @ 2702 S,2702 S 9150 W & 400 S,40.710641,-112.109524,,,0,,,1
3324,133048,3500 S @ 7225 W,7225 W 3500 S & 7200 W,40.696412,-112.064376,,,0,,,1
3404,182005,Main St @ 307 N,307 N Main St & 500 N,40.536553,-112.298592,,,0,,,1
3432,182024,400 S @ 96 W,96 W 400 S & 100 W,40.523187,-112.301381,,,0,,,0
3554,115017,Wiley Post Way @ 4815 W,4815 W Wiley Post Way & Wright Brothers Dr,40.773465,-112.006378,,,0,,,0
3569,118017,9Th Ave @ 342 E,342 E 9Th Ave & 8Th Ave,40.779598,-111.879916,,,0,,,1
3583,118032,Virginia St @ 153 N,153 N Virginia St & 3Rd Ave,40.773009,-111.852328,,,0,,,0
3711,104054,Main St @ 529 S,529 S Main St & S 500 E,41.026656,-111.930587,,,0,,,1
3726,101088,Gentile St @ 357 E    (Layton),357 E Gentile St,41.06019,-111.959494,,,0,,,0
3848,101065,Fort Ln @ 70 S    (Layton),70 S Fort Ln & Gentile St,41.059121,-111.957755,,,0,,,0
3864,102060,Main St @ 50 S      (Kaysville),50 S Main St & 100 N,41.034146,-111.938783,,,0,,,1
3910,633107,Main St @ 799 N,799 N Main St & 800 N,41.124991,-112.026183,,,0,,,0
3916,633113,13Th St @ 1601 S,1601 S 13Th St & 1700 S,41.090542,-112.018991,,,0,,,0
3917,633114,13Th St @ 1600 S,1600 S 13Th St & 1700 S,41.090301,-112.018488,,,0,,,0
3928,633125,Main St @ 2065 N    (Layton),2065 N Main St & Antelope Ave,41.090091,-112.002232,,,0,,,0
3996,622045,Wilson Lane @ 1756 W,1756 Wilson Ln & Painter Ln,41.228895,-112.021718,,,0,,,1
4002,610027,2600 N @ 1698 W,1698 W 2600 N & 2700 N,41.304281,-112.024491,,,0,,,0
4155,118058,Columbus St @ 367 N,367 N Columbus St & Wall St,40.777666,-111.890606,,,0,,,0
4169,118072,B St @ 151 N,151 N B St & 3Rd Ave,40.772934,-111.882116,,,0,,,0
4170,118073,3Rd Ave @ 203 E,203 E 3rd Ave & A St,40.772888,-111.883415,,,0,,,0
4301,125070,400 S @ 902 W,902 W 400 S & 900 W,40.760772,-111.917239,,,0,,,0
4436,109171,Main St @ 1 S    (Bountiful),1 S Main St & Center St,40.889217,-111.880597,,,0,,,1
4572,820093,University Ave @ 1190 S,1181 S University Ave,40.218227,-111.659126,,,0,,,0
4622,820143,100 N @ 30 W,30 W 100 N & University Ave,40.235203,-111.659206,,,0,,,1
4702,825073,Expressway Ln @ 940 E,940 E Expressway Ln & 800 N,40.121537,-111.638414,,,0,,,0
4703,825074,Expressway Lane @ 945 E,945 E Expressway Lane & 800 N,40.121572,-111.638752,,,0,,,0
4767,820078,University Ave @ 1235 S,1235 S University Ave & 1200 S,40.217026,-111.658798,,,0,,,0
4772,820083,University Ave @ 95 S,95 S University Ave & 100 S,40.232621,-111.658559,,,0,,,1
4814,117107,1000 N @ 1338 W,1338 W 1000 N & Colorado St,40.791124,-111.929984,,,0,,,0
4821,117015,Redwood Rd @ 720 N,720 N Redwood Rd & 700 N,40.785345,-111.939231,,,0,,,0
4874,117066,Redwood Rd @ 120 N,120 N Redwood Rd & North Temple,40.772549,-111.939112,,,0,,,0
4876,117068,Redwood Rd @ 20 N,20 N Redwood Rd & North Temple,40.770221,-111.939079,,,0,,,0
4879,117071,1460 W @ 289 N,289 N 1460 W & Cornell Cir,40.775599,-111.933402,,,0,,,1
4886,116015,North Temple St @ 2160 W,2165 W North Temple,40.771597,-111.952718,,,0,,,0
4894,116023,2200 W @ 1220 N,1220 N 2200 W,40.796258,-111.953508,,,0,,,0
4895,116025,2200 W @ 1201 N,1201 N 2200 W,40.795003,-111.953654,,,0,,,1
4898,116028,2200 W @ 635 N,635 N 2200 W,40.783537,-111.953655,,,0,,,0
4901,116031,2200 W @ 325 N,325 N 2200 W,40.776621,-111.953656,,,0,,,0
4948,116003,North Temple St @ 2242 W,2249 W North Temple,40.771557,-111.954665,,,0,,,0
4978,823100,Main St @ 444 S,439 S Main St,40.160559,-111.610776,,,0,,,0
5006,109126,Main St @ 1 N    (Bountiful),1 N Main St & Center St,40.889465,-111.880806,,,0,,,1
5053,633087,Main St @ 2030 N   (Layton),2030 N Main St & 450 S,41.090395,-112.002129,,,0,,,0
5060,633094,State St @ 595 S,595 S State St & 550 E,41.104936,-112.01669,,,0,,,0
5063,633097,Main St @ 656 N,693 N Main St,41.123768,-112.025972,,,0,,,0
5068,633102,Main St @ 1802 N    (Sunset),1802 N Main St & 1800 N,41.140349,-112.025912,,,0,,,1
5093,805055,State St @ 183 N,183 N State St & 200 N,40.381202,-111.813995,,,0,,,1
5100,805062,Main St @ 54 E,54 E Main St & 100 E,40.376704,-111.796726,,,0,,,1
5127,805090,State St @ 97 E,97 E State St & 100 E,40.397372,-111.848046,,,0,,,0
5198,107026,Chase Ln @ 50 E,50 E Chase Ln & Main St,40.929062,-111.878032,,,0,,,0
5202,109003,400 E @ 347 N,347 N 400 E & 400 N,40.921093,-111.872367,,,0,,,0
5267,109094,400 N @ 669 E,669 E 400 N & 750 E,40.894085,-111.867474,,,0,,,0
5310,104024,Main St @ 1170 N,1170 N Main St & 1150 N,40.999881,-111.899461,,,0,,,1
5343,629172,Harrison Blvd @ 4605 S   (Ogden),4605 S Harrison Blvd & 5100 S,41.179281,-111.949339,,,0,,,0
5370,806006,Main St @ 155 S,155 S Main St & 100 S,40.361893,-111.740666,,,0,,,1
5394,806030,Main St @ 150 S,150 S Main St & 200 S,40.362005,-111.740797,,,0,,,1
5479,125021,200 S / 300 W (EB),265 W 200 S & 300 W,40.764946,-111.898927,,,0,,,1
5481,125023,200 S @ 121 W,121 W 200 S,40.764883,-111.894684,,,0,,,1
5482,126530,200 S / State St (EB),116 E 200 S,40.764899,-111.88753,,,0,,,1
5491,117004,North Temple St @ 298 W,298 W North Temple St & 300 W,40.771635,-111.899401,,,0,,,1
5492,117005,North Temple St @ 275 W,275 W North Temple St & 300 W,40.771412,-111.898568,,,0,,,1
5493,117006,North Temple St @ 175 W,175 W North Temple St & 200 W,40.771406,-111.895316,,,0,,,1
5498,126507,State St @ 160 S,160 S State St & 200 S,40.765909,-111.888373,,,0,,,1
5502,126511,State St @ 355 S,355 S State St & 400 S,40.761412,-111.888079,,,0,,,1
5504,126513,State St @ 185 S,185 S State St & 200 S,40.76587,-111.888062,,,0,,,1
5513,125002,West Temple @ 230 S,230 S West Temple & 200 S,40.764468,-111.894098,,,0,,,0
5531,125013,Courthouse Station (WB),10 W 400 S & Main St,40.760792,-111.891872,,,0,,,1
5635,817036,2230 N @ 446 W,446 W 2230 N,40.263511,-111.665425,,,0,,,0
5699,817085,2230 N @ 210 W,210 W 2230 N & Freedom Blvd,40.263524,-111.661618,,,0,,,1
5702,817088,University Pkwy @ 2266 N,2266 N University Pkwy,40.263677,-111.667945,,,0,,,1
5774,821022,State St @ 2390 S,,40.201583,-111.621632,,,0,,,0
5881,172168,10600 S @ 55 E,55 E 10600 S & State St,40.558982,-111.891668,,,0,,,1
5892,135263,4000 W @ 4071 S,4071 S 4000 W & 4100 S,40.682831,-111.986537,,,0,,,1
5900,135271,3500 S @ 3955 W,3955 W 3500 S & 4000 W,40.696503,-111.985301,,,0,,,1
6003,126394,100 S @ 1298 E,1298 E 100 S & 1300 E,40.767115,-111.854232,,,0,,,0
6112,174001,Bengal Blvd @ 2594 E,2594 E Bengal Blvd & 2600 E,40.610061,-111.817733,,,0,,,0
6145,174034,Highland Dr @ 8089 S,8089 S Highland Dr & Creek Rd,40.603643,-111.832918,,,0,,,0
6152,174042,Highland Dr @ 8052 S,8052 S Highland Dr & Creek Rd,40.605037,-111.833112,,,0,,,1
6179,174069,Little Cottonwood Rd @ 2580 E,2588 S Little Cottonwood Rd & Colmere St,40.576693,-111.816988,,,0,,,0
6384,125244,Navajo St @ 1186 S,1186 S Navajo St & Glendale Dr,40.743395,-111.930218,,,0,,,1
6410,125270,Navajo St @ 1185 W,1185 W Navajo St & Glendale Dr,40.743523,-111.929944,,,0,,,1
6419,125279,Navajo St @ 861 S,861 S Navajo St & W Indiana Ave,40.751041,-111.929417,,,0,,,1
6444,125304,800 W @ 798 S,798 S 800 W & 800 S,40.752275,-111.914105,,,0,,,0
6445,125305,800 W @ 791 S,791 S 800 W & 800 S,40.752301,-111.913821,,,0,,,1
6454,125314,900 W @ 1300 S,1300 S 900 W & Montague Ave,40.741666,-111.916972,,,0,,,0
6587,134074,4100 S @ 4820 W,4820 W 4100 S & 4800 W,40.682113,-112.006356,,,0,,,1
6676,135149,4000 W @ 4122 S,4122 S 4000 W & 4100 S,40.681614,-111.986705,,,0,,,1
6769,137189,700 E @ 3229 S,3229 S 700 E & 3300 S,40.700579,-111.871151,,,0,,,1
6781,137201,Highland Dr @ 3330 S,3330 S Highland Dr & Highland Dr,40.699169,-111.850597,,,0,,,0
6788,137208,Highland Dr @ 3910 S,3910 S Highland Dr & Highland Dr,40.686654,-111.845058,,,0,,,0
6833,137247,1300 E @ 3849 S,3849 S 1300 E,40.687554,-111.85401,,,0,,,1
6842,137256,Richmond St @ 2917 S,2917 S Richmond St & Zenith Ave,40.707759,-111.855262,,,0,,,0
6984,137316,3900 S @ 110 E,110 E 3900 S & State St,40.686974,-111.887511,,,0,,,1
6986,137318,3900 S @ 298 E,298 E 3900 S & 300 E,40.686992,-111.883004,,,0,,,0
6990,137322,3900 S @ 718 E,718 E 3900 S & 700 E,40.686955,-111.870613,,,0,,,0
7006,137338,3900 S @ 1275 E,1272 E 3900 S,40.687147,-111.85482,,,0,,,1
7010,137342,3900 S @ 887 E,894 E 3900 S,40.687097,-111.866122,,,0,,,1
7013,137345,3900 S @ 685 E,676 E 3900 S,40.687131,-111.872043,,,0,,,1
7019,137351,3900 S @ 85 E,85 E 3900 S & State St,40.687112,-111.889025,,,0,,,1
7020,137352,4500 S @ 155 E,155 E 4500 S & State St,40.674219,-111.887738,,,0,,,0
7119,137453,State St @ 4608 S,4608 S State St & 4600 S,40.671416,-111.888497,,,0,,,0
7473,136200,3300 S @ 889 W,889 W 3300 S & 900 W,40.699276,-111.916345,,,0,,,1
7759,127094,Foothill Dr @ 2160 S,2160 S Foothill Dr & 2100 S,40.725166,-111.814604,,,0,,,0
7766,127101,Foothill Dr @ 2135 S,2135 S Foothill Dr & 2100 S,40.725364,-111.814443,,,0,,,0
7773,127108,Foothill Dr @ 1325 S,1325 S Foothill Dr & 1300 S,40.741408,-111.826945,,,0,,,0
7785,137148,700 E @ 3316 S,3316 S 700 E & 3300 S,40.699421,-111.871541,,,0,,,0
7891,112094,Orchard Dr @ 2572 S,2572 S Orchard Dr & 150 W,40.861874,-111.883697,,,0,,,0
7904,111074,Us Hwy 89 @ 355 N   (N. Salt Lake),355 N Us Hwy 89 & 350 N,40.848543,-111.906771,,,0,,,0
7907,111077,Us Hwy 89 @ 16 S   (N. Salt Lake),16 S Us Hwy 89 & Center St,40.841421,-111.910559,,,0,,,1
7945,112037,Orchard Dr @ 2650 S,2650 S Orchard Dr & 300 W,40.860353,-111.887044,,,0,,,0
8086,126008,700 E @ 890 S,890 S 700 E & 900 S,40.750178,-111.871247,,,0,,,1
8100,126022,700 E @ 2098 S,2098 S 700 E & 2100 S,40.725679,-111.871414,,,0,,,0
8107,126029,700 E @ 2101 S,2101 S 700 E & 2100 S,40.725242,-111.871031,,,0,,,1
8121,126043,1300 E @ 875 S,875 S 1300 E & 900 S,40.750374,-111.853784,,,0,,,0
8125,126047,1300 E @ 401 S,401 S 1300 E & 400 S,40.760419,-111.853755,,,0,,,0
8132,126558,Stadium Station (SB),368 S University St & 400 S,40.760958,-111.852451,,,0,,,0
8133,126559,1300 E @ 480 S,480 S 1300 E & 500 S,40.758913,-111.854078,,,0,,,0
8137,126563,1300 E @ 896 S,896 S 1300 E & 900 S,40.75004,-111.854,,,0,,,1
8151,126577,1300 E @ 2078 S,2078 S 1300 E & E 2100 S,40.725769,-111.853969,,,0,,,1
8194,117124,1000 N @ 901 W,901 W 1000 N & 900 W,40.790968,-111.917202,,,0,,,0
8287,629141,4700 S @ 276 W,276 W 4700 S & 300 W,41.177799,-111.982491,,,0,,,0
8302,629149,Harrison Blvd @ 4255 S,4255 S Harrison Blvd & 42Nd St,41.185841,-111.949189,,,0,,,1
8339,629159,Old Post Rd @ 4630 S    (Ogden),4630 S Old Post Rd & 4600 S,41.178437,-111.947701,,,0,,,0
8342,629162,Harrison Blvd @ 4286 S,4286 S Harrison Blvd & 4275 S,41.185141,-111.948913,,,0,,,0
8352,623238,36Th St @ 1220 E    (Ogden),1220 E 36Th St & Harrison Blvd,41.197634,-111.947868,,,0,,,1
8389,628122,1900 W @ 4410 S,4410 S 1900 W & 4400 S,41.182701,-112.025793,,,0,,,1
8453,627049,3500 W @ 5702 S,5702 S 3500 W & 5700 S,41.158903,-112.064393,,,0,,,0
8474,629113,300 W @ 4720 S,4720 S 300 W & 4800 S,41.177454,-111.982871,,,0,,,1
8475,629114,4700 S @ 205 W,205 W 4700 S & 200 W,41.177681,-111.980769,,,0,,,0
8546,623188,Washington Blvd @ 2790 S   (Ogden),2790 S Washington Blvd & 2800 S,41.214696,-111.970483,,,0,,,1
8556,629030,Washington Blvd @ 4035 S,4035 S Washington Blvd & 4000 S,41.190016,-111.971319,,,0,,,0
8558,629032,Army St @ 4421 S,4421 S Army St & 4425 S,41.183007,-111.973596,,,0,,,0
8561,629035,Army St @ 4693 S,4693 S Army St & 4700 S,41.177675,-111.973718,,,0,,,0
8562,629036,4700 S @ 230 E,230 E 4700 S & 200 E,41.177691,-111.975528,,,0,,,0
8575,629049,5300 S @ 655 E,655 E 5300 S & 600 E,41.168091,-111.964718,,,0,,,0
8604,629075,Army St @ 4611 S,4611 S Army St & 4600 S,41.179242,-111.973598,,,0,,,0
8608,629079,Washington Blvd @ 3986 S,3986 S Washington Blvd & 40Th St,41.191001,-111.971022,,,0,,,1
8613,623202,Wall Ave @ 1725 S,1725 S Wall Ave & 17Th St,41.236056,-111.978676,,,0,,,1
8614,623203,Wall Ave @ 1710 S,1710 S Wall Ave & 17Th St,41.236276,-111.978412,,,0,,,0
8624,632019,2000 W @ 326 N,326 N 2000 W & W 350 N,41.118571,-112.064427,,,0,,,1
8634,632029,2000 W @ 261 N    (West Point),261 N 2000 W & 300 N,41.117365,-112.064585,,,0,,,0
8652,623066,12Th St @ 320 E,320 E 12Th St & Washington Blvd,41.244427,-111.970876,,,0,,,1
8661,615024,1200 W @ 1064 S,1064 S 1200 W & 1200 S,41.24618,-112.00943,,,0,,,1
8674,615037,1200 W @ 1063 S,1063 S 1200 W & 1200 W,41.246202,-112.009613,,,0,,,0
8676,622009,12Th St @ 1007 W     (Ogden),1007 W 12Th St & 1200 W,41.244472,-112.004151,,,0,,,1
8681,623073,12Th St @ 275 E,275 E 12Th St & 300 E,41.244232,-111.972931,,,0,,,0
8716,623099,Polk Ave @ 2990 S   (Ogden),2990 S Polk Ave & 30Th S,41.210109,-111.942916,,,0,,,0
8756,623128,Harrison Blvd @ 1590 S,1590 S Harrison Blvd & 16Th St,41.238978,-111.945491,,,0,,,0
8839,102020,Crestwood Dr @ 498 E,498 E Crestwood Dr & 500 E,41.043481,-111.927493,,,0,,,0
8850,102031,Main St @ 10 N    (Kaysville),10 N Main St & Center St,41.035174,-111.938494,,,0,,,1
8860,101042,Fairfield Rd @ 920 N,920 N Fairfield Rd & Gordon Ave,41.073159,-111.950119,,,0,,,0
8861,633076,Antelope Dr @ 2025 W   (Layton),2025 W Antelope Dr & Main St,41.089271,-112.001936,,,0,,,0
8862,633077,Antelope Dr @ 345 E   (Clearfield),345 E Antelope Dr & 400 E,41.089237,-112.018783,,,0,,,0
8877,633018,State St @ 180 S,180 S State St & 200 S,41.110993,-112.023629,,,0,,,1
8908,101007,Ring Rd @ 425 W    (Layton Mall),425 W Ring Rd & Ring Rd,41.078921,-111.974571,,,0,,,1
8913,101012,Hill Field Rd @ 1748 N,1748 N Hill Field Rd & Paul Ave,41.084944,-111.973341,,,0,,,0
8936,633059,State St @ 151 S   (Clearfield),151 S State St & 150 S,41.111453,-112.023765,,,0,,,0
8945,632008,1000 W @ 762 N,762 N 1000 W & 800 N,41.124815,-112.045181,,,0,,,0
8956,611007,400 E @ 2816 N,2816 N 400 E & 2900 N,41.311494,-111.968528,,,0,,,0
8959,611010,450 E @ 3098 N,3098 N 450 E & 3100 N,41.317201,-111.966601,,,0,,,0
8965,611016,3100 N @ 1045 E    (North Ogden),1045 E 3100 N & 1050 E,41.317169,-111.947631,,,0,,,0
8976,611027,2600 N @ 440 E    (N. Ogden),440 E 2600 N & Washington Ave,41.305942,-111.967571,,,0,,,1
9004,616060,Washington Blvd @ 1417 N,1417 N Washington Blvd,41.283457,-111.969349,,,0,,,1
9011,616069,Washington Blvd @ 223 S,223 S Washington Blvd & 2Nd St,41.258671,-111.969857,,,0,,,1
9051,616081,Monroe Blvd @ 951 N,951 N Monroe Blvd & 950 N,41.274924,-111.959164,,,0,,,0
9055,616085,Monroe Blvd. @ 377 N,,41.266054,-111.959402,,,0,,,0
9061,616091,Monroe Blvd @ 625 S,625 S Monroe Blvd & 700 S,41.252934,-111.954621,,,0,,,0
9063,616093,Monroe Blvd @ 759 S,759 S Monroe Blvd & 700 S,41.250025,-111.954711,,,0,,,0
9065,616095,Monroe Blvd @ 820 E,795 S Monroe Blvd,41.249881,-111.954552,,,0,,,0
9093,616119,Harrison Blvd @ 708 S,708 S Harrison Blvd & 7Th St,41.251238,-111.947887,,,0,,,0
9095,616121,Harrison Blvd @ 250 S,250 S Harrison Blvd & 2Nd St,41.258087,-111.947814,,,0,,,0
9155,623064,Wall Ave @ 3615 S     (Ogden),3615 S Wall Ave & 36Th St,41.197381,-111.979542,,,0,,,1
9175,628015,5700 S @ 1998 W    (Roy),1998 W 5700 S & 2950 W,41.159687,-112.028251,,,0,,,0
9215,610022,2700 N @ 1670 W,1670 W 2700 N & 2700 N,41.306693,-112.019392,,,0,,,1
9248,623002,Washington Blvd @ 2466 S,2466 S Washington Blvd & 2500 S,41.221071,-111.970371,,,0,,,1
9249,623003,Washington Blvd @ 2280 S,2280 S Washington Blvd & 2300 S,41.225194,-111.970231,,,0,,,1
9251,623005,Washington Blvd @ 2070 S,2070 S Washington Blvd & 2100 S,41.229395,-111.970103,,,0,,,1
9252,623006,Washington Blvd @ 1970 S,1970 S Washington Blvd & 2000 E,41.231608,-111.970065,,,0,,,1
9258,623012,Washington Blvd @ 1250 S,1250 S Washington Blvd & 1200 S,41.243253,-111.969802,,,0,,,0
9259,623013,Washington Blvd @ 1146 S,1146 S Washington Blvd & 12Th St,41.244797,-111.969785,,,0,,,1
9297,623021,Washington Blvd @ 2004 S,2004 S Washington Blvd & 20Th St,41.230785,-111.970432,,,0,,,1
9299,623023,Washington Blvd / 22Nd St (SB),2209 S Washington Blvd & 22St St,41.226238,-111.970521,,,0,,,1
9300,623024,Washington Blvd / 23Rd St (SB),2335 S Washington Blvd & 23Rd St,41.224347,-111.970566,,,0,,,1
9302,616031,Washington Blvd @ 120 S,120 S Washington Blvd & 200 S,41.259761,-111.969473,,,0,,,1
9305,616034,Avc Ln @ 502 E,502 E Avc Ln & Washington Blvd,41.26354,-111.965284,,,0,,,1
9314,616043,Washington Blvd @ 1110 N   (Hrisvl),1110 N Washington Blvd & 1100 N,41.277606,-111.969147,,,0,,,1
9316,616045,Washington Blvd @ 1410 N,1410 N Washington Blvd & 1400 N,41.283394,-111.969046,,,0,,,0
9326,611004,400 E @ 2626 N   (N. Ogden),2626 N 400 E & 2600 N,41.306538,-111.968553,,,0,,,0
9410,622021,Industrial Dr @ 2640 S   (Ogden),2640 S Industrial Dr & 1125 W,41.217741,-112.011881,,,0,,,1
9417,622028,Hinkley Dr @ 1350 W    (Ogden),1350 W Hinkley Dr & Hinkley Dr,41.203242,-112.012011,,,0,,,0
